,Region/Country/Economy,Year,Million tonnes of CO2
6242,Former Soviet Union (if no detail),2008,x
6243,Former Yugoslavia (if no detail),2008,x
6244,Non-OECD Europe and Eurasia,2008,2628.919593
6245,Algeria,2008,88.128544
6246,Angola,2008,11.817271
6247,Benin,2008,3.835942
6248,Botswana,2008,4.392729
6249,Cameroon,2008,4.269435
6250,Congo,2008,1.37194
6251,Côte d'Ivoire,2008,6.36128
6252,Dem. Rep. of Congo,2008,1.715975
6253,Egypt,2008,170.863898
6254,Eritrea,2008,0.425577
6255,Ethiopia,2008,6.228882
6256,Gabon,2008,2.015109
6257,Ghana,2008,7.732564
6258,Kenya,2008,8.822446
6259,Libya,2008,42.184335
6260,Mauritius,2008,3.466776
6261,Morocco,2008,43.178424
6262,Mozambique,2008,1.952469
6263,Namibia,2008,2.925312
6264,Niger,2008,0.842418
6265,Nigeria,2008,52.945289
6266,Senegal,2008,5.218785
6267,South Africa,2008,421.60686
6268,South Sudan,2008,..
6269,Sudan,2008,14.416562
6270,United Rep. of Tanzania,2008,5.397551
6271,Togo,2008,1.096276
6272,Tunisia,2008,21.057747
6273,Zambia,2008,1.507764
6274,Zimbabwe,2008,7.448904
6275,Other Africa,2008,32.371195
6276,Africa,2008,975.598259
6277,Bangladesh,2008,40.881798
6278,Brunei Darussalam,2008,7.223355
6279,Cambodia,2008,3.650335
6280,DPR of Korea,2008,70.381463
6281,India,2008,1338.923555
6282,Indonesia,2008,349.106115
6283,Malaysia,2008,190.309585
6284,Mongolia,2008,12.851063
6285,Myanmar,2008,7.608118
6286,Nepal,2008,2.882196
6287,Pakistan,2008,130.404249
6288,Philippines,2008,71.179449
6289,Singapore,2008,38.426592
6290,Sri Lanka,2008,12.123205
6291,Chinese Taipei,2008,254.31363
6292,Thailand,2008,215.179331
6293,Viet Nam,2008,101.243758
6294,Other Asia,2008,17.260303
6295,Asia (excl. China),2008,2863.9481
6296,People's Rep. of China,2008,6669.111668
6297,"Hong Kong, China",2008,42.858175
6298,"China (incl. Hong Kong, China)",2008,6711.969843
6299,Argentina,2008,176.704997
6300,Bolivia,2008,11.669457
6301,Brazil,2008,349.288692
6302,Colombia,2008,55.630794
6303,Costa Rica,2008,6.706057
6304,Cuba,2008,25.468898
6305,Curaçao,2008,6.327339
6306,Dominican Republic,2008,18.866365
6307,Ecuador,2008,26.658121
6308,El Salvador,2008,6.143442
6309,Guatemala,2008,10.252402
6310,Haiti,2008,2.3168
6311,Honduras,2008,7.919782
6312,Jamaica,2008,9.539431
6313,Nicaragua,2008,4.190988
6314,Panama,2008,6.550758
6315,Paraguay,2008,3.951832
6316,Peru,2008,35.209581
6317,Suriname,2008,1.420054
6318,Trinidad and Tobago,2008,21.170093
6319,Uruguay,2008,7.46823
6320,Venezuela,2008,159.40226
6321,Other Non-OECD Americas,2008,15.547434
6322,Non-OECD Americas,2008,968.403807
6323,Bahrain,2008,24.615976
6324,Islamic Rep. of Iran,2008,487.344413
6325,Iraq,2008,72.787954
6326,Jordan,2008,18.505856
6327,Kuwait,2008,71.594639
6328,Lebanon,2008,15.848255
6329,Oman,2008,36.118058
6330,Qatar,2008,46.921888
6331,Saudi Arabia,2008,364.251378
6332,Syrian Arab Republic ,2008,61.87622
6333,United Arab Emirates,2008,146.520432
6334,Yemen,2008,21.254518
6335,Middle East,2008,1367.639587
6336,IEA/Accession/Association,2008,21931.31247
6337,European Union - 28,2008,3788.666204
6338,G7,2008,9238.164989
6339,G8,2008,10792.00332
6340,G20,2008,23801.14896
6341,Africa,2008,975.598259
6342,Americas,2008,7523.863624
6343,Asia,2008,13330.11647
6344,Europe,2008,5869.978113
6345,Oceania,2008,427.361541
6346,Canada,2009,514.415405
6347,Chile,2009,64.212781
6348,Mexico,2009,425.193594
6349,United States,2009,5120.690227
6350,OECD Americas,2009,6124.512007
6351,Australia,2009,391.081821
6352,Israel,2009,63.854184
6353,Japan,2009,1070.343089
6354,Korea,2009,502.089454
6355,New Zealand,2009,30.460749
6356,OECD Asia Oceania,2009,2057.829297
6357,Austria,2009,62.922944
6358,Belgium,2009,96.871149
6359,Czech Republic,2009,109.64345900000001
6360,Denmark,2009,46.925448
6361,Estonia,2009,14.694047
6362,Finland,2009,53.795592
6363,France,2009,336.074448
6364,Germany,2009,720.205407
6365,Greece,2009,90.15818
6366,Hungary,2009,46.866409
6367,Iceland,2009,2.07988
6368,Ireland,2009,39.679776
6369,Italy,2009,383.717096
6370,Latvia,2009,7.185957
6371,Lithuania,2009,11.40734
6372,Luxembourg,2009,10.08492
6373,Netherlands,2009,160.072111
6374,Norway,2009,35.683365
6375,Poland,2009,291.471973
6376,Portugal,2009,53.076554
6377,Slovak Republic,2009,32.608964
6378,Slovenia,2009,15.109682
6379,Spain,2009,276.086065
6380,Sweden,2009,40.725659
6381,Switzerland,2009,41.825778
6382,Turkey,2009,261.278593
6383,United Kingdom,2009,460.083887
6384,OECD Europe,2009,3700.334683
6385,Albania,2009,3.76623
6386,Armenia,2009,4.269475
6387,Azerbaijan,2009,24.521671
6388,Belarus,2009,55.318366
6389,Bosnia and Herzegovina,2009,20.204495
6390,Bulgaria,2009,42.373446
6391,Croatia,2009,19.064566
6392,Cyprus,2009,7.502392
6393,Georgia,2009,5.292218
6394,Gibraltar,2009,0.471038
6395,Kazakhstan,2009,202.716188
6396,Kosovo,2009,8.397258
6397,Kyrgyzstan,2009,6.521635
6398,Malta,2009,2.504597
6399,Republic of Moldova,2009,7.298791
6400,Montenegro,2009,1.747481
6401,Republic of North Macedonia,2009,8.502029
6402,Romania,2009,77.431117
6403,Russian Federation,2009,1440.681104
6404,Serbia,2009,45.955643
6405,Tajikistan,2009,2.309775
6406,Turkmenistan,2009,49.95901
6407,Ukraine,2009,249.69807
6408,Uzbekistan,2009,103.375513
6409,Former Soviet Union (if no detail),2009,x
6410,Former Yugoslavia (if no detail),2009,x
6411,Non-OECD Europe and Eurasia,2009,2389.882108
6412,Algeria,2009,94.441442
6413,Angola,2009,13.871999
6414,Benin,2009,4.193752
6415,Botswana,2009,4.09028
6416,Cameroon,2009,4.809731
6417,Congo,2009,1.569329
6418,Côte d'Ivoire,2009,5.926919
6419,Dem. Rep. of Congo,2009,1.737353
6420,Egypt,2009,174.449011
6421,Eritrea,2009,0.447342
6422,Ethiopia,2009,6.337487
6423,Gabon,2009,2.07918
6424,Ghana,2009,9.244045
6425,Kenya,2009,10.429718
6426,Libya,2009,45.339114
6427,Mauritius,2009,3.423313
6428,Morocco,2009,43.15489
6429,Mozambique,2009,2.21395
6430,Namibia,2009,2.983469
6431,Niger,2009,1.068423
6432,Nigeria,2009,44.125618
6433,Senegal,2009,5.374331
6434,South Africa,2009,398.622983
6435,South Sudan,2009,..
6436,Sudan,2009,14.7375
6437,United Rep. of Tanzania,2009,5.181092
6438,Togo,2009,2.275963
6439,Tunisia,2009,21.139471
6440,Zambia,2009,1.572984
6441,Zimbabwe,2009,7.480856
6442,Other Africa,2009,32.585069
6443,Africa,2009,964.906614
6444,Bangladesh,2009,44.050973
6445,Brunei Darussalam,2009,7.433705
6446,Cambodia,2009,4.369845
6447,DPR of Korea,2009,52.918936
6448,India,2009,1502.255543
6449,Indonesia,2009,360.626745
6450,Malaysia,2009,169.809685
6451,Mongolia,2009,13.538675
6452,Myanmar,2009,7.213886
6453,Nepal,2009,3.427183
6454,Pakistan,2009,133.727865
6455,Philippines,2009,71.467864
6456,Singapore,2009,38.831762
6457,Sri Lanka,2009,11.566172
6458,Chinese Taipei,2009,242.108301
6459,Thailand,2009,207.212103
6460,Viet Nam,2009,111.993506
6461,Other Asia,2009,19.1974
6462,Asia (excl. China),2009,3001.750149
6463,People's Rep. of China,2009,7131.511865
6464,"Hong Kong, China",2009,46.247113
6465,"China (incl. Hong Kong, China)",2009,7177.758978
6466,Argentina,2009,168.915982
6467,Bolivia,2009,12.324391
6468,Brazil,2009,325.497578
6469,Colombia,2009,59.043569
6470,Costa Rica,2009,6.388951
6471,Cuba,2009,26.296927
6472,Curaçao,2009,5.930754
6473,Dominican Republic,2009,18.105931
6474,Ecuador,2009,29.358456
6475,El Salvador,2009,6.035602
6476,Guatemala,2009,11.231544
6477,Haiti,2009,2.23913
6478,Honduras,2009,7.557156
6479,Jamaica,2009,7.393225
6480,Nicaragua,2009,4.166694
6481,Panama,2009,8.034771
6482,Paraguay,2009,4.100728
6483,Peru,2009,37.747353
6484,Suriname,2009,1.418218
6485,Trinidad and Tobago,2009,19.832649
6486,Uruguay,2009,7.452967
6487,Venezuela,2009,160.509339
6488,Other Non-OECD Americas,2009,15.970803
6489,Non-OECD Americas,2009,945.552718
6490,Bahrain,2009,24.478322
6491,Islamic Rep. of Iran,2009,504.28744
6492,Iraq,2009,92.306772
6493,Jordan,2009,19.284146
6494,Kuwait,2009,78.438724
6495,Lebanon,2009,19.360746
6496,Oman,2009,38.513827
6497,Qatar,2009,48.040842
6498,Saudi Arabia,2009,379.467718
6499,Syrian Arab Republic ,2009,57.02075
6500,United Arab Emirates,2009,148.543136
6501,Yemen,2009,23.468288
6502,Middle East,2009,1433.210711
6503,IEA/Accession/Association,2009,21790.75241
6504,European Union - 28,2009,3508.343185
6505,G7,2009,8605.529559
6506,G8,2009,10046.21066
6507,G20,2009,23547.262
6508,Africa,2009,964.906614
6509,Americas,2009,7070.064725
6510,Asia,2009,13907.94755
6511,Europe,2009,5422.470321
6512,Oceania,2009,430.348052
6513,Canada,2010,528.618581
6514,Chile,2010,68.604765
6515,Mexico,2010,440.460336
6516,United States,2010,5352.120423
6517,OECD Americas,2010,6389.804105
6518,Australia,2010,383.618673
6519,Israel,2010,68.437949
6520,Japan,2010,1127.152038
6521,Korea,2010,550.915653
6522,New Zealand,2010,30.347958
6523,OECD Asia Oceania,2010,2160.472271
6524,Austria,2010,68.571165
6525,Belgium,2010,103.890892
6526,Czech Republic,2010,112.460232
6527,Denmark,2010,47.254487
6528,Estonia,2010,18.563998
6529,Finland,2010,62.000673
6530,France,2010,340.21809
6531,Germany,2010,758.802602
6532,Greece,2010,83.36947
6533,Hungary,2010,47.145132
6534,Iceland,2010,1.949182
6535,Ireland,2010,39.516725
6536,Italy,2010,391.99233
6537,Latvia,2010,8.087541
6538,Lithuania,2010,12.314715
6539,Luxembourg,2010,10.664187
6540,Netherlands,2010,170.762343
6541,Norway,2010,37.29115
6542,Poland,2010,307.493273
6543,Portugal,2010,47.561335
6544,Slovak Republic,2010,34.572279
6545,Slovenia,2010,15.446955
6546,Spain,2010,262.054512
6547,Sweden,2010,46.062647
6548,Switzerland,2010,43.257966
6549,Turkey,2010,267.846219
6550,United Kingdom,2010,476.626011
6551,OECD Europe,2010,3815.776111
6552,Albania,2010,3.930295
6553,Armenia,2010,4.048253
6554,Azerbaijan,2010,23.532476
6555,Belarus,2010,59.498259
6556,Bosnia and Herzegovina,2010,20.482682
6557,Bulgaria,2010,44.362486
6558,Croatia,2010,18.248777
6559,Cyprus,2010,7.260554
6560,Georgia,2010,4.995027
6561,Gibraltar,2010,0.474195
6562,Kazakhstan,2010,221.101402
6563,Kosovo,2010,8.695947
6564,Kyrgyzstan,2010,6.040358
6565,Malta,2010,2.580576
6566,Republic of Moldova,2010,7.946552
6567,Montenegro,2010,2.584208
6568,Republic of North Macedonia,2010,8.319696
6569,Romania,2010,74.725473
6570,Russian Federation,2010,1529.228168
6571,Serbia,2010,45.61019
6572,Tajikistan,2010,2.302905
6573,Turkmenistan,2010,56.919769
6574,Ukraine,2010,266.580685
6575,Uzbekistan,2010,100.562513
6576,Former Soviet Union (if no detail),2010,x
6577,Former Yugoslavia (if no detail),2010,x
6578,Non-OECD Europe and Eurasia,2010,2520.031446
6579,Algeria,2010,95.535489
6580,Angola,2010,15.151684
6581,Benin,2010,4.573129
6582,Botswana,2010,3.271367
6583,Cameroon,2010,5.050631
6584,Congo,2010,1.833183
6585,Côte d'Ivoire,2010,6.245044
6586,Dem. Rep. of Congo,2010,1.869246
6587,Egypt,2010,176.436297
6588,Eritrea,2010,0.47957
6589,Ethiopia,2010,5.898599
6590,Gabon,2010,2.659638
6591,Ghana,2010,10.419649
6592,Kenya,2010,11.209779
6593,Libya,2010,48.181967
6594,Mauritius,2010,3.662144
6595,Morocco,2010,46.396882
6596,Mozambique,2010,2.377492
6597,Namibia,2010,3.078895
6598,Niger,2010,1.358855
6599,Nigeria,2010,55.417965
6600,Senegal,2010,5.460983
6601,South Africa,2010,418.800964
6602,South Sudan,2010,..
6603,Sudan,2010,15.122702
6604,United Rep. of Tanzania,2010,6.216798
6605,Togo,2010,2.076229
6606,Tunisia,2010,23.293569
6607,Zambia,2010,1.636973
6608,Zimbabwe,2010,9.464714
6609,Other Africa,2010,34.728455
6610,Africa,2010,1017.908892
6611,Bangladesh,2010,49.899502
6612,Brunei Darussalam,2010,6.861946
6613,Cambodia,2010,4.62182
6614,DPR of Korea,2010,49.292798
6615,India,2010,1583.431201
6616,Indonesia,2010,357.646151
6617,Malaysia,2010,189.860901
6618,Mongolia,2010,14.139533
6619,Myanmar,2010,7.906445
6620,Nepal,2010,4.121846
6621,Pakistan,2010,129.168625
6622,Philippines,2010,77.128398
6623,Singapore,2010,42.413616
6624,Sri Lanka,2010,12.40876
6625,Chinese Taipei,2010,256.357747
6626,Thailand,2010,223.418643
6627,Viet Nam,2010,126.659264
6628,Other Asia,2010,22.131547
6629,Asia (excl. China),2010,3157.468743
6630,People's Rep. of China,2010,7832.716615
6631,"Hong Kong, China",2010,41.997165
6632,"China (incl. Hong Kong, China)",2010,7874.71378
6633,Argentina,2010,173.768538
6634,Bolivia,2010,13.637623
6635,Brazil,2010,372.003618
6636,Colombia,2010,60.224103
6637,Costa Rica,2010,6.622054
6638,Cuba,2010,29.508746
6639,Curaçao,2010,4.378255
6640,Dominican Republic,2010,19.021523
6641,Ecuador,2010,32.749762
6642,El Salvador,2010,5.826204
6643,Guatemala,2010,10.272703
6644,Haiti,2010,2.095144
6645,Honduras,2010,7.535444
6646,Jamaica,2010,6.93089
6647,Nicaragua,2010,4.27715
6648,Panama,2010,8.878513
6649,Paraguay,2010,4.791954
6650,Peru,2010,41.544007
6651,Suriname,2010,1.695676
6652,Trinidad and Tobago,2010,21.849145
6653,Uruguay,2010,5.959638
6654,Venezuela,2010,171.468892
6655,Other Non-OECD Americas,2010,16.655304
6656,Non-OECD Americas,2010,1021.694886
6657,Bahrain,2010,25.551566
6658,Islamic Rep. of Iran,2010,498.60787
6659,Iraq,2010,103.576749
6660,Jordan,2010,18.801144
6661,Kuwait,2010,77.004456
6662,Lebanon,2010,18.2933
6663,Oman,2010,42.36774
6664,Qatar,2010,55.503424
6665,Saudi Arabia,2010,419.163541
6666,Syrian Arab Republic ,2010,57.270529
6667,United Arab Emirates,2010,154.590032
6668,Yemen,2010,22.388934
6669,Middle East,2010,1493.119285
6670,IEA/Accession/Association,2010,23136.64384
6671,European Union - 28,2010,3612.60946
6672,G7,2010,8975.530075
6673,G8,2010,10504.75824
6674,G20,2010,24992.09734
6675,Africa,2010,1017.908892
6676,Americas,2010,7411.498991
6677,Asia,2010,14956.40637
6678,Europe,2010,5641.198081
6679,Oceania,2010,423.977184
6680,Canada,2011,541.160841
6681,Chile,2011,75.31667
6682,Mexico,2011,456.460321
6683,United States,2011,5128.17802
6684,OECD Americas,2011,6201.115852
6685,Australia,2011,382.107665
6686,Israel,2011,67.512452
6687,Japan,2011,1183.493699
6688,Korea,2011,573.760776
6689,New Zealand,2011,29.588375
6690,OECD Asia Oceania,2011,2236.462967
6691,Austria,2011,67.012232
6692,Belgium,2011,92.80816
6693,Czech Republic,2011,109.318664
6694,Denmark,2011,42.056027
6695,Estonia,2011,17.630306
6696,Finland,2011,54.562684
6697,France,2011,322.273392
6698,Germany,2011,731.224666
6699,Greece,2011,82.117228
6700,Hungary,2011,46.343688
6701,Iceland,2011,1.868728
6702,Ireland,2011,35.381343
6703,Italy,2011,384.107414
6704,Latvia,2011,7.340252
6705,Lithuania,2011,11.525294
6706,Luxembourg,2011,10.514577
6707,Netherlands,2011,158.412075
6708,Norway,2011,36.219049
6709,Poland,2011,303.187965
6710,Portugal,2011,47.054931
6711,Slovak Republic,2011,32.854943
6712,Slovenia,2011,15.427293
6713,Spain,2011,264.874087
6714,Sweden,2011,42.353652
6715,Switzerland,2011,39.234013
6716,Turkey,2011,287.198851
6717,United Kingdom,2011,439.178828
6718,OECD Europe,2011,3682.080342
6719,Albania,2011,4.141866
6720,Armenia,2011,4.672815
6721,Azerbaijan,2011,26.449925
6722,Belarus,2011,56.382399
6723,Bosnia and Herzegovina,2011,23.400889
6724,Bulgaria,2011,49.165656
6725,Croatia,2011,17.950446
6726,Cyprus,2011,7.000736
6727,Georgia,2011,5.953731
6728,Gibraltar,2011,0.45858
6729,Kazakhstan,2011,234.81722
6730,Kosovo,2011,8.605458
6731,Kyrgyzstan,2011,7.21138
6732,Malta,2011,2.567454
6733,Republic of Moldova,2011,7.918591
6734,Montenegro,2011,2.535667
6735,Republic of North Macedonia,2011,9.148742
6736,Romania,2011,80.859371
6737,Russian Federation,2011,1604.742898
6738,Serbia,2011,49.775918
6739,Tajikistan,2011,2.41822
6740,Turkmenistan,2011,61.795624
6741,Ukraine,2011,279.61803
6742,Uzbekistan,2011,110.038279
6743,Former Soviet Union (if no detail),2011,x
6744,Former Yugoslavia (if no detail),2011,x
6745,Non-OECD Europe and Eurasia,2011,2657.629895
6746,Algeria,2011,102.789651
6747,Angola,2011,16.144331
6748,Benin,2011,4.438047
6749,Botswana,2011,3.883977
6750,Cameroon,2011,4.854705
6751,Congo,2011,2.09355
6752,Côte d'Ivoire,2011,6.042079
6753,Dem. Rep. of Congo,2011,2.34466
6754,Egypt,2011,182.670815
6755,Eritrea,2011,0.514275
6756,Ethiopia,2011,6.816323
6757,Gabon,2011,2.984984
6758,Ghana,2011,10.851969
6759,Kenya,2011,11.321457
6760,Libya,2011,34.415101
6761,Mauritius,2011,3.639261
6762,Morocco,2011,50.751728
6763,Mozambique,2011,2.824377
6764,Namibia,2011,3.133855
6765,Niger,2011,1.3798
6766,Nigeria,2011,60.185024
6767,Senegal,2011,5.787961
6768,South Africa,2011,403.433982
6769,South Sudan,2011,..
6770,Sudan,2011,14.206025
6771,United Rep. of Tanzania,2011,7.338101
6772,Togo,2011,1.887314
6773,Tunisia,2011,22.244906
6774,Zambia,2011,1.983143
6775,Zimbabwe,2011,11.141014
6776,Other Africa,2011,30.886967
6777,Africa,2011,1012.989382
6778,Bangladesh,2011,53.297254
6779,Brunei Darussalam,2011,7.013411
6780,Cambodia,2011,4.845225
6781,DPR of Korea,2011,34.658929
6782,India,2011,1667.764769
6783,Indonesia,2011,390.317956
6784,Malaysia,2011,191.49175
6785,Mongolia,2011,15.572443
6786,Myanmar,2011,8.102464
6787,Nepal,2011,4.404946
6788,Pakistan,2011,130.670045
6789,Philippines,2011,77.755475
6790,Singapore,2011,44.763911
6791,Sri Lanka,2011,14.673145
6792,Chinese Taipei,2011,255.458233
6793,Thailand,2011,221.780469
6794,Viet Nam,2011,125.997063
6795,Other Asia,2011,29.573142
6796,Asia (excl. China),2011,3278.14063
6797,People's Rep. of China,2011,8570.926184
6798,"Hong Kong, China",2011,45.648905
6799,"China (incl. Hong Kong, China)",2011,8616.575089
6800,Argentina,2011,181.236086
6801,Bolivia,2011,14.853897
6802,Brazil,2011,391.086606
6803,Colombia,2011,65.410075
6804,Costa Rica,2011,6.910338
6805,Cuba,2011,27.812486
6806,Curaçao,2011,5.496684
6807,Dominican Republic,2011,19.309773
6808,Ecuador,2011,32.855193
6809,El Salvador,2011,6.013437
6810,Guatemala,2011,10.567827
6811,Haiti,2011,2.140475
6812,Honduras,2011,8.245027
6813,Jamaica,2011,7.207868
6814,Nicaragua,2011,4.468531
6815,Panama,2011,9.527086
6816,Paraguay,2011,5.016166
6817,Peru,2011,44.92097
6818,Suriname,2011,1.787672
6819,Trinidad and Tobago,2011,21.79456
6820,Uruguay,2011,7.223777
6821,Venezuela,2011,145.718946
6822,Other Non-OECD Americas,2011,11.965219
6823,Non-OECD Americas,2011,1031.568699
6824,Bahrain,2011,25.5737
6825,Islamic Rep. of Iran,2011,507.801752
6826,Iraq,2011,110.423394
6827,Jordan,2011,19.815357
6828,Kuwait,2011,78.273888
6829,Lebanon,2011,18.597083
6830,Oman,2011,48.765169
6831,Qatar,2011,62.494971
6832,Saudi Arabia,2011,434.637466
6833,Syrian Arab Republic ,2011,53.7153
6834,United Arab Emirates,2011,158.154333
6835,Yemen,2011,19.804942
6836,Middle East,2011,1538.057355
6837,IEA/Accession/Association,2011,23756.81075
6838,European Union - 28,2011,3475.103364
6839,G7,2011,8729.61686
6840,G8,2011,10334.35976
6841,G20,2011,25717.25839
6842,Africa,2011,1012.989382
6843,Americas,2011,7232.684551
6844,Asia,2011,15993.5778
6845,Europe,2011,5592.153456
6846,Oceania,2011,423.215017
6847,Canada,2012,539.740483
6848,Chile,2012,77.235782
6849,Mexico,2012,459.456276
6850,United States,2012,4903.010212
6851,OECD Americas,2012,5979.442753
6852,Australia,2012,381.713911
6853,Israel,2012,73.751873
6854,Japan,2012,1225.860468
6855,Korea,2012,575.466327
6856,New Zealand,2012,31.224908
6857,OECD Asia Oceania,2012,2288.017487
6858,Austria,2012,63.894994
6859,Belgium,2012,92.315416
6860,Czech Republic,2012,105.653832
6861,Denmark,2012,36.89122
6862,Estonia,2012,16.363747
6863,Finland,2012,48.904772
6864,France,2012,325.318234
6865,Germany,2012,744.674177
6866,Greece,2012,76.986345
6867,Hungary,2012,42.748798
6868,Iceland,2012,1.859894
6869,Ireland,2012,35.911606
6870,Italy,2012,366.677218
6871,Latvia,2012,6.99556
6872,Lithuania,2012,11.531329
6873,Luxembourg,2012,10.311125
6874,Netherlands,2012,157.155685
6875,Norway,2012,35.89114
6876,Poland,2012,296.94125
6877,Portugal,2012,45.670308
6878,Slovak Republic,2012,31.251081
6879,Slovenia,2012,14.8584
6880,Spain,2012,260.511883
6881,Sweden,2012,39.246247
6882,Switzerland,2012,40.665937
6883,Turkey,2012,298.432784
6884,United Kingdom,2012,461.442481
6885,OECD Europe,2012,3669.105463
6886,Albania,2012,3.484832
6887,Armenia,2012,5.438573
6888,Azerbaijan,2012,28.894746
6889,Belarus,2012,57.595686
6890,Bosnia and Herzegovina,2012,21.645003
6891,Bulgaria,2012,44.415409
6892,Croatia,2012,16.419845
6893,Cyprus,2012,6.515882
6894,Georgia,2012,6.609908
6895,Gibraltar,2012,0.467989
6896,Kazakhstan,2012,233.846139
6897,Kosovo,2012,8.117446
6898,Kyrgyzstan,2012,9.563712
6899,Malta,2012,2.709905
6900,Republic of Moldova,2012,7.698491
6901,Montenegro,2012,2.331593
6902,Republic of North Macedonia,2012,8.792818
6903,Romania,2012,78.578501
6904,Russian Federation,2012,1607.949744
6905,Serbia,2012,44.570331
6906,Tajikistan,2012,2.892174
6907,Turkmenistan,2012,64.094198
6908,Ukraine,2012,274.008242
6909,Uzbekistan,2012,113.435604
6910,Former Soviet Union (if no detail),2012,x
6911,Former Yugoslavia (if no detail),2012,x
6912,Non-OECD Europe and Eurasia,2012,2650.076771
6913,Algeria,2012,112.186153
6914,Angola,2012,16.449741
6915,Benin,2012,4.21419
6916,Botswana,2012,4.985881
6917,Cameroon,2012,4.936586
6918,Congo,2012,2.228669
6919,Côte d'Ivoire,2012,7.885024
6920,Dem. Rep. of Congo,2012,2.271174
6921,Egypt,2012,189.085708
6922,Eritrea,2012,0.545868
6923,Ethiopia,2012,7.178843
6924,Gabon,2012,3.126927
6925,Ghana,2012,12.815716
6926,Kenya,2012,10.354965
6927,Libya,2012,44.366352
6928,Mauritius,2012,3.734865
6929,Morocco,2012,52.237979
6930,Mozambique,2012,2.622461
6931,Namibia,2012,3.253369
6932,Niger,2012,1.866202
6933,Nigeria,2012,61.639257
6934,Senegal,2012,5.669916
6935,South Africa,2012,420.993287
6936,South Sudan,2012,1.437697
6937,Sudan,2012,13.86677
6938,United Rep. of Tanzania,2012,8.88039
6939,Togo,2012,1.624766
6940,Tunisia,2012,23.474414
6941,Zambia,2012,2.718055
6942,Zimbabwe,2012,11.519006
6943,Other Africa,2012,32.186327
6944,Africa,2012,1070.356558
6945,Bangladesh,2012,57.318837
6946,Brunei Darussalam,2012,6.969681
6947,Cambodia,2012,5.05419
6948,DPR of Korea,2012,36.052416
6949,India,2012,1803.763778
6950,Indonesia,2012,415.213004
6951,Malaysia,2012,192.982776
6952,Mongolia,2012,16.984529
6953,Myanmar,2012,11.447014
6954,Nepal,2012,4.971779
6955,Pakistan,2012,132.270774
6956,Philippines,2012,80.408283
6957,Singapore,2012,43.692284
6958,Sri Lanka,2012,16.06775
6959,Chinese Taipei,2012,247.433756
6960,Thailand,2012,238.971877
6961,Viet Nam,2012,125.185992
6962,Other Asia,2012,28.010862
6963,Asia (excl. China),2012,3462.799582
6964,People's Rep. of China,2012,8819.604803
6965,"Hong Kong, China",2012,45.099344
6966,"China (incl. Hong Kong, China)",2012,8864.704147
6967,Argentina,2012,185.782647
6968,Bolivia,2012,16.646845
6969,Brazil,2012,424.086627
6970,Colombia,2012,65.23079
6971,Costa Rica,2012,6.927642
6972,Cuba,2012,28.089417
6973,Curaçao,2012,4.461795
6974,Dominican Republic,2012,20.035774
6975,Ecuador,2012,34.088693
6976,El Salvador,2012,6.013939
6977,Guatemala,2012,10.962022
6978,Haiti,2012,2.081918
6979,Honduras,2012,8.563247
6980,Jamaica,2012,6.88073
6981,Nicaragua,2012,4.436338
6982,Panama,2012,9.783195
6983,Paraguay,2012,5.189054
6984,Peru,2012,44.070715
6985,Suriname,2012,2.002733
6986,Trinidad and Tobago,2012,21.623042
6987,Uruguay,2012,8.187316
6988,Venezuela,2012,164.035587
6989,Other Non-OECD Americas,2012,14.814208
6990,Non-OECD Americas,2012,1093.994274
6991,Bahrain,2012,26.100963
6992,Islamic Rep. of Iran,2012,512.345211
6993,Iraq,2012,126.55095
6994,Jordan,2012,22.670995
6995,Kuwait,2012,77.43431
6996,Lebanon,2012,21.08113
6997,Oman,2012,54.341128
6998,Qatar,2012,69.561812
6999,Saudi Arabia,2012,463.416498
7000,Syrian Arab Republic ,2012,43.737771
7001,United Arab Emirates,2012,168.504575
7002,Yemen,2012,18.118959
7003,Middle East,2012,1603.864302
7004,IEA/Accession/Association,2012,24046.13229
7005,European Union - 28,2012,3440.89525
7006,G7,2012,8566.723273
7007,G8,2012,10174.67302
7008,G20,2012,26010.48544
7009,Africa,2012,1070.356558
7010,Americas,2012,7073.437027
7011,Asia,2012,16565.51401
7012,Europe,2012,5549.458514
7013,Oceania,2012,423.59523
7014,Canada,2013,549.640805
7015,Chile,2013,81.86194
7016,Mexico,2013,449.626506
7017,United States,2013,5038.523665
7018,OECD Americas,2013,6119.652916
7019,Australia,2013,375.785446
7020,Israel,2013,64.879456
7021,Japan,2013,1234.04535
7022,Korea,2013,574.551419
7023,New Zealand,2013,30.964596
7024,OECD Asia Oceania,2013,2280.226267
7025,Austria,2013,64.646984
7026,Belgium,2013,93.571738
7027,Czech Republic,2013,101.384367
7028,Denmark,2013,38.633898
7029,Estonia,2013,18.77879
7030,Finland,2013,49.729813
7031,France,2013,325.277258
7032,Germany,2013,763.769203
7033,Greece,2013,68.845177
7034,Hungary,2013,40.246668
7035,Iceland,2013,2.031822
7036,Ireland,2013,34.597873
7037,Italy,2013,337.575729
7038,Latvia,2013,6.909808
7039,Lithuania,2013,10.868843
7040,Luxembourg,2013,9.781443
7041,Netherlands,2013,156.790967
7042,Norway,2013,35.75981
7043,Poland,2013,292.406679
7044,Portugal,2013,43.741204
7045,Slovak Republic,2013,31.7854
7046,Slovenia,2013,14.211939
7047,Spain,2013,235.161648
7048,Sweden,2013,37.567152
