,Region/Country/Economy,Year,Million tonnes of CO2
5606,Sri Lanka,2006,11.780162
5607,Chinese Taipei,2006,261.496385
5608,Thailand,2006,201.675955
5609,Viet Nam,2006,81.577544
5610,Other Asia,2006,15.966218
5611,Asia (excl. China),2006,2594.854999
5612,People's Rep. of China,2006,5961.808473
5613,"Hong Kong, China",2006,42.320555
5614,"China (incl. Hong Kong, China)",2006,6004.129028
5615,Argentina,2006,158.756607
5616,Bolivia,2006,9.785122
5617,Brazil,2006,315.152972
5618,Colombia,2006,53.658699
5619,Costa Rica,2006,6.000466
5620,Cuba,2006,25.442477
5621,Curaçao,2006,5.883453
5622,Dominican Republic,2006,18.786072
5623,Ecuador,2006,25.42396
5624,El Salvador,2006,6.523559
5625,Guatemala,2006,10.630962
5626,Haiti,2006,2.025273
5627,Honduras,2006,6.430913
5628,Jamaica,2006,11.745439
5629,Nicaragua,2006,4.245508
5630,Panama,2006,7.159286
5631,Paraguay,2006,3.604743
5632,Peru,2006,28.03185
5633,Suriname,2006,1.494424
5634,Trinidad and Tobago,2006,19.152553
5635,Uruguay,2006,6.082907
5636,Venezuela,2006,133.589038
5637,Other Non-OECD Americas,2006,14.688888
5638,Non-OECD Americas,2006,874.295171
5639,Bahrain,2006,22.35459
5640,Islamic Rep. of Iran,2006,449.259945
5641,Iraq,2006,68.981641
5642,Jordan,2006,18.310115
5643,Kuwait,2006,67.309013
5644,Lebanon,2006,13.725843
5645,Oman,2006,33.669938
5646,Qatar,2006,38.463634
5647,Saudi Arabia,2006,316.647414
5648,Syrian Arab Republic ,2006,56.694149
5649,United Arab Emirates,2006,115.048814
5650,Yemen,2006,18.893315
5651,Middle East,2006,1219.358411
5652,Canada,2007,561.893801
5653,Chile,2007,63.075016
5654,Mexico,2007,433.36909
5655,United States,2007,5686.716019
5656,OECD Americas,2007,6745.053926
5657,Australia,2007,381.067827
5658,Israel,2007,64.26845900000001
5659,Japan,2007,1186.361509
5660,Korea,2007,477.413786
5661,New Zealand,2007,32.602133
5662,OECD Asia Oceania,2007,2141.713714
5663,Austria,2007,69.327062
5664,Belgium,2007,101.500283
5665,Czech Republic,2007,121.58171
5666,Denmark,2007,51.639933
5667,Estonia,2007,19.253197
5668,Finland,2007,64.497212
5669,France,2007,353.75169
5670,Germany,2007,766.721505
5671,Greece,2007,97.902891
5672,Hungary,2007,52.522404
5673,Iceland,2007,2.319835
5674,Ireland,2007,44.642464
5675,Italy,2007,441.461104
5676,Latvia,2007,8.36029
5677,Lithuania,2007,12.684005
5678,Luxembourg,2007,10.704137
5679,Netherlands,2007,164.115298
5680,Norway,2007,36.037798
5681,Poland,2007,306.294687
5682,Portugal,2007,54.63161
5683,Slovak Republic,2007,35.705258
5684,Slovenia,2007,15.75268
5685,Spain,2007,337.863422
5686,Sweden,2007,44.987525
5687,Switzerland,2007,41.660479
5688,Turkey,2007,266.198341
5689,United Kingdom,2007,521.733018
5690,OECD Europe,2007,4043.849838
5691,Albania,2007,3.775922
5692,Armenia,2007,4.797638
5693,Azerbaijan,2007,26.695627
5694,Belarus,2007,55.727348
5695,Bosnia and Herzegovina,2007,18.415091
5696,Bulgaria,2007,50.958573
5697,Croatia,2007,21.222283
5698,Cyprus,2007,7.4253
5699,Georgia,2007,5.453393
5700,Gibraltar,2007,0.421157
5701,Kazakhstan,2007,187.204832
5702,Kosovo,2007,7.030455
5703,Kyrgyzstan,2007,5.963378
5704,Malta,2007,2.711098
5705,Republic of Moldova,2007,7.436466
5706,Montenegro,2007,2.098407
5707,Republic of North Macedonia,2007,9.339666
5708,Romania,2007,92.38187
5709,Russian Federation,2007,1533.725251
5710,Serbia,2007,51.238268
5711,Tajikistan,2007,3.114771
5712,Turkmenistan,2007,55.833112
5713,Ukraine,2007,305.977479
5714,Uzbekistan,2007,110.030283
5715,Former Soviet Union (if no detail),2007,x
5716,Former Yugoslavia (if no detail),2007,x
5717,Non-OECD Europe and Eurasia,2007,2568.977668
5718,Algeria,2007,84.879694
5719,Angola,2007,9.650967
5720,Benin,2007,3.786198
5721,Botswana,2007,4.319812
5722,Cameroon,2007,4.118061
5723,Congo,2007,1.096506
5724,Côte d'Ivoire,2007,5.548482
5725,Dem. Rep. of Congo,2007,1.543003
5726,Egypt,2007,163.567698
5727,Eritrea,2007,0.492457
5728,Ethiopia,2007,5.503395
5729,Gabon,2007,1.938413
5730,Ghana,2007,8.355755
5731,Kenya,2007,8.382223
5732,Libya,2007,38.963802
5733,Mauritius,2007,3.395196
5734,Morocco,2007,41.349844
5735,Mozambique,2007,1.973156
5736,Namibia,2007,2.580865
5737,Niger,2007,0.80367
5738,Nigeria,2007,47.716495
5739,Senegal,2007,4.981105
5740,South Africa,2007,391.520354
5741,South Sudan,2007,..
5742,Sudan,2007,13.29582
5743,United Rep. of Tanzania,2007,5.275357
5744,Togo,2007,0.892707
5745,Tunisia,2007,20.978275
5746,Zambia,2007,1.331986
5747,Zimbabwe,2007,9.616183
5748,Other Africa,2007,28.592173
5749,Africa,2007,916.449652
5750,Bangladesh,2007,37.310312
5751,Brunei Darussalam,2007,6.844039
5752,Cambodia,2007,3.571214
5753,DPR of Korea,2007,63.274758
5754,India,2007,1260.854573
5755,Indonesia,2007,355.435167
5756,Malaysia,2007,178.056273
5757,Mongolia,2007,12.909351
5758,Myanmar,2007,10.116776
5759,Nepal,2007,2.57814
5760,Pakistan,2007,136.348318
5761,Philippines,2007,69.021642
5762,Singapore,2007,38.286019
5763,Sri Lanka,2007,12.937259
5764,Chinese Taipei,2007,265.401242
5765,Thailand,2007,209.446113
5766,Viet Nam,2007,90.003941
5767,Other Asia,2007,15.493812
5768,Asia (excl. China),2007,2767.888949
5769,People's Rep. of China,2007,6473.211479
5770,"Hong Kong, China",2007,44.032254
5771,"China (incl. Hong Kong, China)",2007,6517.243733
5772,Argentina,2007,165.612783
5773,Bolivia,2007,10.713718
5774,Brazil,2007,330.759555
5775,Colombia,2007,54.768847
5776,Costa Rica,2007,6.700225
5777,Cuba,2007,26.31291
5778,Curaçao,2007,6.392661
5779,Dominican Republic,2007,18.937533
5780,Ecuador,2007,26.681382
5781,El Salvador,2007,6.92343
5782,Guatemala,2007,11.475939
5783,Haiti,2007,2.3168
5784,Honduras,2007,8.150109
5785,Jamaica,2007,11.752897
5786,Nicaragua,2007,4.363378
5787,Panama,2007,7.056916
5788,Paraguay,2007,3.736907
5789,Peru,2007,30.924403
5790,Suriname,2007,1.375903
5791,Trinidad and Tobago,2007,21.352888
5792,Uruguay,2007,5.571623
5793,Venezuela,2007,129.850593
5794,Other Non-OECD Americas,2007,15.5708
5795,Non-OECD Americas,2007,907.3022
5796,Bahrain,2007,22.866845
5797,Islamic Rep. of Iran,2007,480.064819
5798,Iraq,2007,62.715441
5799,Jordan,2007,19.215726
5800,Kuwait,2007,67.504013
5801,Lebanon,2007,12.012641
5802,Oman,2007,37.090219
5803,Qatar,2007,43.99655
5804,Saudi Arabia,2007,333.178922
5805,Syrian Arab Republic ,2007,59.993537
5806,United Arab Emirates,2007,124.186843
5807,Yemen,2007,20.003286
5808,Middle East,2007,1282.828842
5809,Canada,2008,541.874075
5810,Chile,2008,66.533464
5811,Mexico,2008,434.539402
5812,United States,2008,5512.512876
5813,OECD Americas,2008,6555.459817
5814,Australia,2008,384.311003
5815,Israel,2008,64.478539
5816,Japan,2008,1122.344144
5817,Korea,2008,488.844473
5818,New Zealand,2008,33.460866
5819,OECD Asia Oceania,2008,2093.439025
5820,Austria,2008,68.802565
5821,Belgium,2008,103.901054
5822,Czech Republic,2008,116.364225
5823,Denmark,2008,48.659925
5824,Estonia,2008,17.683925
5825,Finland,2008,56.043465
5826,France,2008,349.495513
5827,Germany,2008,775.186804
5828,Greece,2008,94.35162
5829,Hungary,2008,51.753214
5830,Iceland,2008,2.121787
5831,Ireland,2008,44.243869
5832,Italy,2008,428.854473
5833,Latvia,2008,7.938214
5834,Lithuania,2008,12.610744
5835,Luxembourg,2008,10.640149
5836,Netherlands,2008,164.822973
5837,Norway,2008,35.305649
5838,Poland,2008,301.597403
5839,Portugal,2008,52.832438
5840,Slovak Republic,2008,35.423774
5841,Slovenia,2008,16.7983
5842,Spain,2008,309.774422
5843,Sweden,2008,42.956349
5844,Switzerland,2008,43.113007
5845,Turkey,2008,262.367012
5846,United Kingdom,2008,507.897104
5847,OECD Europe,2008,3961.539977
5848,Albania,2008,3.708694
5849,Armenia,2008,5.27332
5850,Azerbaijan,2008,28.81145
5851,Belarus,2008,58.444191000000004
5852,Bosnia and Herzegovina,2008,20.240004
5853,Bulgaria,2008,48.500374
5854,Croatia,2008,20.164387
5855,Cyprus,2008,7.579383
5856,Georgia,2008,4.666914
5857,Gibraltar,2008,0.430445
5858,Kazakhstan,2008,230.259087
5859,Kosovo,2008,7.570421
5860,Kyrgyzstan,2008,7.006248
5861,Malta,2008,2.718652
5862,Republic of Moldova,2008,7.360146
5863,Montenegro,2008,2.693314
5864,Republic of North Macedonia,2008,9.12527
5865,Romania,2008,91.070886
5866,Russian Federation,2008,1553.838333
5867,Serbia,2008,49.905475
5868,Tajikistan,2008,2.948035
5869,Turkmenistan,2008,56.460956
5870,Ukraine,2008,295.034556
5871,Uzbekistan,2008,115.109052
5872,Former Soviet Union (if no detail),2008,x
5873,Former Yugoslavia (if no detail),2008,x
5874,Non-OECD Europe and Eurasia,2008,2628.919593
5875,Algeria,2008,88.128544
5876,Angola,2008,11.817271
5877,Benin,2008,3.835942
5878,Botswana,2008,4.392729
5879,Cameroon,2008,4.269435
5880,Congo,2008,1.37194
5881,Côte d'Ivoire,2008,6.36128
5882,Dem. Rep. of Congo,2008,1.715975
5883,Egypt,2008,170.863898
5884,Eritrea,2008,0.425577
5885,Ethiopia,2008,6.228882
5886,Gabon,2008,2.015109
5887,Ghana,2008,7.732564
5888,Kenya,2008,8.822446
5889,Libya,2008,42.184335
5890,Mauritius,2008,3.466776
5891,Morocco,2008,43.178424
5892,Mozambique,2008,1.952469
5893,Namibia,2008,2.925312
5894,Niger,2008,0.842418
5895,Nigeria,2008,52.945289
5896,Senegal,2008,5.218785
5897,South Africa,2008,421.60686
5898,South Sudan,2008,..
5899,Sudan,2008,14.416562
5900,United Rep. of Tanzania,2008,5.397551
5901,Togo,2008,1.096276
5902,Tunisia,2008,21.057747
5903,Zambia,2008,1.507764
5904,Zimbabwe,2008,7.448904
5905,Other Africa,2008,32.371195
5906,Africa,2008,975.598259
5907,Bangladesh,2008,40.881798
5908,Brunei Darussalam,2008,7.223355
5909,Cambodia,2008,3.650335
5910,DPR of Korea,2008,70.381463
5911,India,2008,1338.923555
5912,Indonesia,2008,349.106115
5913,Malaysia,2008,190.309585
5914,Mongolia,2008,12.851063
5915,Myanmar,2008,7.608118
5916,Nepal,2008,2.882196
5917,Pakistan,2008,130.404249
5918,Philippines,2008,71.179449
5919,Singapore,2008,38.426592
5920,Sri Lanka,2008,12.123205
5921,Chinese Taipei,2008,254.31363
5922,Thailand,2008,215.179331
5923,Viet Nam,2008,101.243758
5924,Other Asia,2008,17.260303
5925,Asia (excl. China),2008,2863.9481
5926,People's Rep. of China,2008,6669.111668
5927,"Hong Kong, China",2008,42.858175
5928,"China (incl. Hong Kong, China)",2008,6711.969843
5929,Argentina,2008,176.704997
5930,Bolivia,2008,11.669457
5931,Brazil,2008,349.288692
5932,Colombia,2008,55.630794
5933,Costa Rica,2008,6.706057
5934,Cuba,2008,25.468898
5935,Curaçao,2008,6.327339
5936,Dominican Republic,2008,18.866365
5937,Ecuador,2008,26.658121
5938,El Salvador,2008,6.143442
5939,Guatemala,2008,10.252402
5940,Haiti,2008,2.3168
5941,Honduras,2008,7.919782
5942,Jamaica,2008,9.539431
5943,Nicaragua,2008,4.190988
5944,Panama,2008,6.550758
5945,Paraguay,2008,3.951832
5946,Peru,2008,35.209581
5947,Suriname,2008,1.420054
5948,Trinidad and Tobago,2008,21.170093
5949,Uruguay,2008,7.46823
5950,Venezuela,2008,159.40226
5951,Other Non-OECD Americas,2008,15.547434
5952,Non-OECD Americas,2008,968.403807
5953,Bahrain,2008,24.615976
5954,Islamic Rep. of Iran,2008,487.344413
5955,Iraq,2008,72.787954
5956,Jordan,2008,18.505856
5957,Kuwait,2008,71.594639
5958,Lebanon,2008,15.848255
5959,Oman,2008,36.118058
5960,Qatar,2008,46.921888
5961,Saudi Arabia,2008,364.251378
5962,Syrian Arab Republic ,2008,61.87622
5963,United Arab Emirates,2008,146.520432
5964,Yemen,2008,21.254518
5965,Middle East,2008,1367.639587
5966,Canada,2009,514.415405
5967,Chile,2009,64.212781
5968,Mexico,2009,425.193594
5969,United States,2009,5120.690227
5970,OECD Americas,2009,6124.512007
5971,Australia,2009,391.081821
5972,Israel,2009,63.854184
5973,Japan,2009,1070.343089
5974,Korea,2009,502.089454
5975,New Zealand,2009,30.460749
5976,OECD Asia Oceania,2009,2057.829297
5977,Austria,2009,62.922944
5978,Belgium,2009,96.871149
5979,Czech Republic,2009,109.64345900000001
5980,Denmark,2009,46.925448
5981,Estonia,2009,14.694047
5982,Finland,2009,53.795592
5983,France,2009,336.074448
5984,Germany,2009,720.205407
5985,Greece,2009,90.15818
5986,Hungary,2009,46.866409
5987,Iceland,2009,2.07988
5988,Ireland,2009,39.679776
5989,Italy,2009,383.717096
5990,Latvia,2009,7.185957
5991,Lithuania,2009,11.40734
5992,Luxembourg,2009,10.08492
5993,Netherlands,2009,160.072111
5994,Norway,2009,35.683365
5995,Poland,2009,291.471973
5996,Portugal,2009,53.076554
5997,Slovak Republic,2009,32.608964
5998,Slovenia,2009,15.109682
5999,Spain,2009,276.086065
6000,Sweden,2009,40.725659
6001,Switzerland,2009,41.825778
6002,Turkey,2009,261.278593
6003,United Kingdom,2009,460.083887
6004,OECD Europe,2009,3700.334683
6005,Albania,2009,3.76623
6006,Armenia,2009,4.269475
6007,Azerbaijan,2009,24.521671
6008,Belarus,2009,55.318366
6009,Bosnia and Herzegovina,2009,20.204495
6010,Bulgaria,2009,42.373446
6011,Croatia,2009,19.064566
6012,Cyprus,2009,7.502392
6013,Georgia,2009,5.292218
6014,Gibraltar,2009,0.471038
6015,Kazakhstan,2009,202.716188
6016,Kosovo,2009,8.397258
6017,Kyrgyzstan,2009,6.521635
6018,Malta,2009,2.504597
6019,Republic of Moldova,2009,7.298791
6020,Montenegro,2009,1.747481
6021,Republic of North Macedonia,2009,8.502029
6022,Romania,2009,77.431117
6023,Russian Federation,2009,1440.681104
6024,Serbia,2009,45.955643
6025,Tajikistan,2009,2.309775
6026,Turkmenistan,2009,49.95901
6027,Ukraine,2009,249.69807
6028,Uzbekistan,2009,103.375513
6029,Former Soviet Union (if no detail),2009,x
6030,Former Yugoslavia (if no detail),2009,x
6031,Non-OECD Europe and Eurasia,2009,2389.882108
6032,Algeria,2009,94.441442
6033,Angola,2009,13.871999
6034,Benin,2009,4.193752
6035,Botswana,2009,4.09028
6036,Cameroon,2009,4.809731
6037,Congo,2009,1.569329
6038,Côte d'Ivoire,2009,5.926919
6039,Dem. Rep. of Congo,2009,1.737353
6040,Egypt,2009,174.449011
6041,Eritrea,2009,0.447342
6042,Ethiopia,2009,6.337487
6043,Gabon,2009,2.07918
6044,Ghana,2009,9.244045
6045,Kenya,2009,10.429718
6046,Libya,2009,45.339114
6047,Mauritius,2009,3.423313
6048,Morocco,2009,43.15489
6049,Mozambique,2009,2.21395
6050,Namibia,2009,2.983469
6051,Niger,2009,1.068423
6052,Nigeria,2009,44.125618
6053,Senegal,2009,5.374331
6054,South Africa,2009,398.622983
6055,South Sudan,2009,..
6056,Sudan,2009,14.7375
6057,United Rep. of Tanzania,2009,5.181092
6058,Togo,2009,2.275963
6059,Tunisia,2009,21.139471
6060,Zambia,2009,1.572984
6061,Zimbabwe,2009,7.480856
6062,Other Africa,2009,32.585069
6063,Africa,2009,964.906614
6064,Bangladesh,2009,44.050973
6065,Brunei Darussalam,2009,7.433705
6066,Cambodia,2009,4.369845
6067,DPR of Korea,2009,52.918936
6068,India,2009,1502.255543
6069,Indonesia,2009,360.626745
6070,Malaysia,2009,169.809685
6071,Mongolia,2009,13.538675
6072,Myanmar,2009,7.213886
6073,Nepal,2009,3.427183
6074,Pakistan,2009,133.727865
6075,Philippines,2009,71.467864
6076,Singapore,2009,38.831762
6077,Sri Lanka,2009,11.566172
6078,Chinese Taipei,2009,242.108301
6079,Thailand,2009,207.212103
6080,Viet Nam,2009,111.993506
6081,Other Asia,2009,19.1974
6082,Asia (excl. China),2009,3001.750149
6083,People's Rep. of China,2009,7131.511865
6084,"Hong Kong, China",2009,46.247113
6085,"China (incl. Hong Kong, China)",2009,7177.758978
6086,Argentina,2009,168.915982
6087,Bolivia,2009,12.324391
6088,Brazil,2009,325.497578
6089,Colombia,2009,59.043569
6090,Costa Rica,2009,6.388951
6091,Cuba,2009,26.296927
6092,Curaçao,2009,5.930754
6093,Dominican Republic,2009,18.105931
6094,Ecuador,2009,29.358456
6095,El Salvador,2009,6.035602
6096,Guatemala,2009,11.231544
6097,Haiti,2009,2.23913
6098,Honduras,2009,7.557156
6099,Jamaica,2009,7.393225
6100,Nicaragua,2009,4.166694
6101,Panama,2009,8.034771
6102,Paraguay,2009,4.100728
6103,Peru,2009,37.747353
6104,Suriname,2009,1.418218
6105,Trinidad and Tobago,2009,19.832649
6106,Uruguay,2009,7.452967
6107,Venezuela,2009,160.509339
6108,Other Non-OECD Americas,2009,15.970803
6109,Non-OECD Americas,2009,945.552718
6110,Bahrain,2009,24.478322
6111,Islamic Rep. of Iran,2009,504.28744
6112,Iraq,2009,92.306772
6113,Jordan,2009,19.284146
6114,Kuwait,2009,78.438724
6115,Lebanon,2009,19.360746
6116,Oman,2009,38.513827
6117,Qatar,2009,48.040842
6118,Saudi Arabia,2009,379.467718
6119,Syrian Arab Republic ,2009,57.02075
6120,United Arab Emirates,2009,148.543136
6121,Yemen,2009,23.468288
6122,Middle East,2009,1433.210711
6123,Canada,2010,528.618581
6124,Chile,2010,68.604765
6125,Mexico,2010,440.460336
6126,United States,2010,5352.120423
6127,OECD Americas,2010,6389.804105
6128,Australia,2010,383.618673
6129,Israel,2010,68.437949
6130,Japan,2010,1127.152038
6131,Korea,2010,550.915653
6132,New Zealand,2010,30.347958
6133,OECD Asia Oceania,2010,2160.472271
6134,Austria,2010,68.571165
6135,Belgium,2010,103.890892
6136,Czech Republic,2010,112.460232
6137,Denmark,2010,47.254487
6138,Estonia,2010,18.563998
6139,Finland,2010,62.000673
6140,France,2010,340.21809
6141,Germany,2010,758.802602
6142,Greece,2010,83.36947
6143,Hungary,2010,47.145132
6144,Iceland,2010,1.949182
6145,Ireland,2010,39.516725
6146,Italy,2010,391.99233
6147,Latvia,2010,8.087541
6148,Lithuania,2010,12.314715
6149,Luxembourg,2010,10.664187
6150,Netherlands,2010,170.762343
6151,Norway,2010,37.29115
6152,Poland,2010,307.493273
6153,Portugal,2010,47.561335
6154,Slovak Republic,2010,34.572279
6155,Slovenia,2010,15.446955
6156,Spain,2010,262.054512
6157,Sweden,2010,46.062647
6158,Switzerland,2010,43.257966
6159,Turkey,2010,267.846219
6160,United Kingdom,2010,476.626011
6161,OECD Europe,2010,3815.776111
6162,Albania,2010,3.930295
6163,Armenia,2010,4.048253
6164,Azerbaijan,2010,23.532476
6165,Belarus,2010,59.498259
6166,Bosnia and Herzegovina,2010,20.482682
6167,Bulgaria,2010,44.362486
6168,Croatia,2010,18.248777
6169,Cyprus,2010,7.260554
6170,Georgia,2010,4.995027
6171,Gibraltar,2010,0.474195
6172,Kazakhstan,2010,221.101402
6173,Kosovo,2010,8.695947
6174,Kyrgyzstan,2010,6.040358
6175,Malta,2010,2.580576
6176,Republic of Moldova,2010,7.946552
6177,Montenegro,2010,2.584208
6178,Republic of North Macedonia,2010,8.319696
6179,Romania,2010,74.725473
6180,Russian Federation,2010,1529.228168
6181,Serbia,2010,45.61019
6182,Tajikistan,2010,2.302905
6183,Turkmenistan,2010,56.919769
6184,Ukraine,2010,266.580685
6185,Uzbekistan,2010,100.562513
6186,Former Soviet Union (if no detail),2010,x
6187,Former Yugoslavia (if no detail),2010,x
6188,Non-OECD Europe and Eurasia,2010,2520.031446
6189,Algeria,2010,95.535489
6190,Angola,2010,15.151684
6191,Benin,2010,4.573129
6192,Botswana,2010,3.271367
6193,Cameroon,2010,5.050631
6194,Congo,2010,1.833183
6195,Côte d'Ivoire,2010,6.245044
6196,Dem. Rep. of Congo,2010,1.869246
6197,Egypt,2010,176.436297
6198,Eritrea,2010,0.47957
6199,Ethiopia,2010,5.898599
6200,Gabon,2010,2.659638
6201,Ghana,2010,10.419649
6202,Kenya,2010,11.209779
6203,Libya,2010,48.181967
6204,Mauritius,2010,3.662144
6205,Morocco,2010,46.396882
6206,Mozambique,2010,2.377492
6207,Namibia,2010,3.078895
6208,Niger,2010,1.358855
6209,Nigeria,2010,55.417965
6210,Senegal,2010,5.460983
6211,South Africa,2010,418.800964
6212,South Sudan,2010,..
6213,Sudan,2010,15.122702
6214,United Rep. of Tanzania,2010,6.216798
6215,Togo,2010,2.076229
6216,Tunisia,2010,23.293569
6217,Zambia,2010,1.636973
6218,Zimbabwe,2010,9.464714
6219,Other Africa,2010,34.728455
6220,Africa,2010,1017.908892
6221,Bangladesh,2010,49.899502
6222,Brunei Darussalam,2010,6.861946
6223,Cambodia,2010,4.62182
6224,DPR of Korea,2010,49.292798
6225,India,2010,1583.431201
6226,Indonesia,2010,357.646151
6227,Malaysia,2010,189.860901
6228,Mongolia,2010,14.139533
6229,Myanmar,2010,7.906445
6230,Nepal,2010,4.121846
6231,Pakistan,2010,129.168625
6232,Philippines,2010,77.128398
6233,Singapore,2010,42.413616
6234,Sri Lanka,2010,12.40876
6235,Chinese Taipei,2010,256.357747
6236,Thailand,2010,223.418643
6237,Viet Nam,2010,126.659264
6238,Other Asia,2010,22.131547
6239,Asia (excl. China),2010,3157.468743
6240,People's Rep. of China,2010,7832.716615
6241,"Hong Kong, China",2010,41.997165
6242,"China (incl. Hong Kong, China)",2010,7874.71378
6243,Argentina,2010,173.768538
6244,Bolivia,2010,13.637623
6245,Brazil,2010,372.003618
6246,Colombia,2010,60.224103
6247,Costa Rica,2010,6.622054
6248,Cuba,2010,29.508746
6249,Curaçao,2010,4.378255
6250,Dominican Republic,2010,19.021523
6251,Ecuador,2010,32.749762
6252,El Salvador,2010,5.826204
6253,Guatemala,2010,10.272703
6254,Haiti,2010,2.095144
6255,Honduras,2010,7.535444
6256,Jamaica,2010,6.93089
6257,Nicaragua,2010,4.27715
6258,Panama,2010,8.878513
6259,Paraguay,2010,4.791954
6260,Peru,2010,41.544007
6261,Suriname,2010,1.695676
6262,Trinidad and Tobago,2010,21.849145
6263,Uruguay,2010,5.959638
6264,Venezuela,2010,171.468892
6265,Other Non-OECD Americas,2010,16.655304
6266,Non-OECD Americas,2010,1021.694886
6267,Bahrain,2010,25.551566
6268,Islamic Rep. of Iran,2010,498.60787
6269,Iraq,2010,103.576749
6270,Jordan,2010,18.801144
6271,Kuwait,2010,77.004456
6272,Lebanon,2010,18.2933
6273,Oman,2010,42.36774
6274,Qatar,2010,55.503424
6275,Saudi Arabia,2010,419.163541
6276,Syrian Arab Republic ,2010,57.270529
6277,United Arab Emirates,2010,154.590032
6278,Yemen,2010,22.388934
6279,Middle East,2010,1493.119285
6280,Canada,2011,541.160841
6281,Chile,2011,75.31667
6282,Mexico,2011,456.460321
6283,United States,2011,5128.17802
6284,OECD Americas,2011,6201.115852
6285,Australia,2011,382.107665
6286,Israel,2011,67.512452
6287,Japan,2011,1183.493699
6288,Korea,2011,573.760776
6289,New Zealand,2011,29.588375
6290,OECD Asia Oceania,2011,2236.462967
6291,Austria,2011,67.012232
6292,Belgium,2011,92.80816
6293,Czech Republic,2011,109.318664
6294,Denmark,2011,42.056027
6295,Estonia,2011,17.630306
6296,Finland,2011,54.562684
6297,France,2011,322.273392
6298,Germany,2011,731.224666
6299,Greece,2011,82.117228
6300,Hungary,2011,46.343688
6301,Iceland,2011,1.868728
6302,Ireland,2011,35.381343
6303,Italy,2011,384.107414
6304,Latvia,2011,7.340252
6305,Lithuania,2011,11.525294
6306,Luxembourg,2011,10.514577
6307,Netherlands,2011,158.412075
6308,Norway,2011,36.219049
6309,Poland,2011,303.187965
6310,Portugal,2011,47.054931
6311,Slovak Republic,2011,32.854943
6312,Slovenia,2011,15.427293
6313,Spain,2011,264.874087
6314,Sweden,2011,42.353652
6315,Switzerland,2011,39.234013
6316,Turkey,2011,287.198851
6317,United Kingdom,2011,439.178828
6318,OECD Europe,2011,3682.080342
6319,Albania,2011,4.141866
6320,Armenia,2011,4.672815
6321,Azerbaijan,2011,26.449925
6322,Belarus,2011,56.382399
6323,Bosnia and Herzegovina,2011,23.400889
6324,Bulgaria,2011,49.165656
6325,Croatia,2011,17.950446
6326,Cyprus,2011,7.000736
6327,Georgia,2011,5.953731
6328,Gibraltar,2011,0.45858
6329,Kazakhstan,2011,234.81722
6330,Kosovo,2011,8.605458
6331,Kyrgyzstan,2011,7.21138
6332,Malta,2011,2.567454
6333,Republic of Moldova,2011,7.918591
6334,Montenegro,2011,2.535667
6335,Republic of North Macedonia,2011,9.148742
6336,Romania,2011,80.859371
6337,Russian Federation,2011,1604.742898
6338,Serbia,2011,49.775918
6339,Tajikistan,2011,2.41822
6340,Turkmenistan,2011,61.795624
6341,Ukraine,2011,279.61803
6342,Uzbekistan,2011,110.038279
6343,Former Soviet Union (if no detail),2011,x
6344,Former Yugoslavia (if no detail),2011,x
6345,Non-OECD Europe and Eurasia,2011,2657.629895
6346,Algeria,2011,102.789651
6347,Angola,2011,16.144331
6348,Benin,2011,4.438047
6349,Botswana,2011,3.883977
6350,Cameroon,2011,4.854705
6351,Congo,2011,2.09355
6352,Côte d'Ivoire,2011,6.042079
6353,Dem. Rep. of Congo,2011,2.34466
6354,Egypt,2011,182.670815
6355,Eritrea,2011,0.514275
6356,Ethiopia,2011,6.816323
6357,Gabon,2011,2.984984
6358,Ghana,2011,10.851969
6359,Kenya,2011,11.321457
6360,Libya,2011,34.415101
6361,Mauritius,2011,3.639261
6362,Morocco,2011,50.751728
6363,Mozambique,2011,2.824377
6364,Namibia,2011,3.133855
6365,Niger,2011,1.3798
6366,Nigeria,2011,60.185024
6367,Senegal,2011,5.787961
6368,South Africa,2011,403.433982
6369,South Sudan,2011,..
6370,Sudan,2011,14.206025
6371,United Rep. of Tanzania,2011,7.338101
6372,Togo,2011,1.887314
6373,Tunisia,2011,22.244906
6374,Zambia,2011,1.983143
6375,Zimbabwe,2011,11.141014
6376,Other Africa,2011,30.886967
6377,Africa,2011,1012.989382
6378,Bangladesh,2011,53.297254
6379,Brunei Darussalam,2011,7.013411
6380,Cambodia,2011,4.845225
6381,DPR of Korea,2011,34.658929
6382,India,2011,1667.764769
6383,Indonesia,2011,390.317956
6384,Malaysia,2011,191.49175
6385,Mongolia,2011,15.572443
6386,Myanmar,2011,8.102464
6387,Nepal,2011,4.404946
6388,Pakistan,2011,130.670045
6389,Philippines,2011,77.755475
6390,Singapore,2011,44.763911
6391,Sri Lanka,2011,14.673145
6392,Chinese Taipei,2011,255.458233
6393,Thailand,2011,221.780469
6394,Viet Nam,2011,125.997063
6395,Other Asia,2011,29.573142
6396,Asia (excl. China),2011,3278.14063
6397,People's Rep. of China,2011,8570.926184
6398,"Hong Kong, China",2011,45.648905
6399,"China (incl. Hong Kong, China)",2011,8616.575089
6400,Argentina,2011,181.236086
6401,Bolivia,2011,14.853897
6402,Brazil,2011,391.086606
6403,Colombia,2011,65.410075
6404,Costa Rica,2011,6.910338
6405,Cuba,2011,27.812486
6406,Curaçao,2011,5.496684
6407,Dominican Republic,2011,19.309773
6408,Ecuador,2011,32.855193
